Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3000;2022;Agglomération de Nîmes;Périphérie;;1. Avant 1946;;;6,9;7,8;8,7;10,0;12,4;8,5;405;480;600;680;780;596;70;239;2183;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;1. Avant 1946;;Ensemble 4P+;5,9;6,8;7,5;8,6;9,0;7,5;580;680;775;820;950;770;103;53;764;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;1. Avant 1946;;Ensemble 1P;;;;;;;;;;;;;;19;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;1. Avant 1946;;Ensemble 2P;8,0;8,6;9,9;10,4;12,5;9,8;370;410;480;520;600;485;49;67;534;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;1. Avant 1946;;Ensemble 3P;7,0;7,6;8,4;9,3;10,5;8,4;500;540;620;675;700;612;73;100;765;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;1. Avant 1946;1. Moins de 1 an;;7,5;7,8;8,7;10,3;12,5;9,0;390;500;609;700;780;605;67;101;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;1. Avant 1946;2. 1 an et plus;;6,2;7,2;8,6;9,8;11,0;8,2;405;470;550;675;813;591;72;138;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;;;5,6;7,3;8,5;9,8;10,1;8,3;500;540;705;800;841;684;83;70;1515;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;;Ensemble 4P+;;;;;;;;;;;;;;30;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;3;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;;Ensemble 2P;;;;;;;;;;;;;;10;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;;Ensemble 3P;;;;;;;;;;;;;;27;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;22;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;48;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;;;6,2;8,4;9,3;11,1;12,4;8,8;480;550;640;790;1000;695;79;145;1854;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;;Ensemble 4P+;4,6;6,2;8,9;9,2;10,7;7,8;550;600;768;1000;1200;826;105;79;1003;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;1;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;;Ensemble 2P;;;;;;;;;;;;;;33;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;;Ensemble 3P;;;;;;;;;;;;;;32;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;38;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;3. Entre 1971-1990;2. 1 an et plus;;5,5;6,3;9,1;9,8;11,3;8,2;504;550;640;857;1000;727;89;107;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;;;7,6;8,8;9,5;10,3;11,2;9,3;575;700;830;962;1050;824;88;174;2292;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;;Ensemble 4P+;8,0;8,9;9,5;9,5;10,5;9,2;704;780;889;1050;1050;904;98;94;1133;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;4;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;;Ensemble 2P;;;;;;;;;;;;;;30;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;;Ensemble 3P;;;;;;;;;;;;;;46;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;46;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;4. Entre 1991-2005;2. 1 an et plus;;7,6;8,8;9,5;9,5;10,5;9,2;593;733;885;1050;1050;859;94;128;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;5. Après 2005;;;8,1;8,3;9,6;10,7;11,3;9,3;499;650;790;900;950;777;83;408;2108;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;5. Après 2005;;Ensemble 4P+;7,9;8,2;9,0;9,9;11,2;8,9;790;826;900;935;1071;893;100;120;973;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;39;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;5. Après 2005;;Ensemble 2P;9,6;10,0;10,5;11,0;12,3;10,4;428;495;525;550;650;524;50;127;410;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;5. Après 2005;;Ensemble 3P;8,7;9,7;10,8;11,3;12,2;10,4;523;615;662;700;752;653;63;122;642;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;5. Après 2005;1. Moins de 1 an;;9,4;10,6;11,3;11,3;12,0;10,6;478;695;826;900;970;786;74;131;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;;5. Après 2005;2. 1 an et plus;;8,1;8,2;9,3;10,0;10,9;8,9;506;650;790;900;950;774;86;277;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;;;;7,1;8,1;9,1;9,9;10,8;8,8;575;700;824;900;1050;817;93;370;5510;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;;;Maison 1-3P;6,7;7,6;9,9;10,6;12,4;8,9;504;540;600;684;790;619;69;109;1802;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;;;Maison 4P+;7,2;8,2;9,0;9,5;10,5;8,7;700;780;881;950;1050;874;100;261;3708;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;;1. Moins de 1 an;;7,1;8,7;10,3;11,3;12,4;9,5;550;617;780;900;950;776;81;116;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;45;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;;1. Moins de 1 an;Maison 4P+;7,5;9,0;10,3;11,3;11,3;9,6;750;830;900;906;990;889;92;71;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;;2. 1 an et plus;;6,9;8,1;9,0;9,5;10,3;8,6;575;709;824;930;1050;828;97;254;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;;2. 1 an et plus;Maison 1-3P;6,3;7,6;8,5;10,5;11,3;8,6;490;525;575;669;790;595;69;64;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;;2. 1 an et plus;Maison 4P+;7,1;8,1;9,0;9,5;10,0;8,6;700;780;881;950;1050;872;102;190;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;1. Avant 1946;;;5,8;7,0;7,8;9,3;10,3;7,8;550;600;680;813;919;710;92;86;1070;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;47;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;39;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;37;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;49;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;24;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;6;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;18;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;8;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;16;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;3. Entre 1971-1990;;;5,1;6,3;9,1;11,1;12,4;8,1;550;595;690;881;1000;753;92;66;1170;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;17;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;49;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;12;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;3. Entre 1971-1990;2. 1 an et plus;;4,6;5,5;8,5;10,3;11,3;7,7;504;550;790;910;1000;767;99;54;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;4. Entre 1991-2005;;;7,6;8,8;9,5;9,5;10,5;9,2;700;750;880;1050;1050;869;95;97;1364;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;18;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;4. Entre 1991-2005;;Maison 4P+;8,0;8,9;9,5;9,5;10,4;9,2;704;780;889;1050;1050;903;98;79;980;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;25;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;4. Entre 1991-2005;2. 1 an et plus;;7,6;8,8;9,5;9,5;10,3;9,1;700;750;889;1050;1050;887;97;72;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;5. Après 2005;;;8,1;8,2;9,2;10,3;11,3;9,2;658;790;900;900;1025;868;95;97;1117;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;21;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;5. Après 2005;;Maison 4P+;8,1;8,2;9,0;9,7;11,3;9,1;790;826;900;933;1038;893;98;76;848;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;34;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Maison;5. Après 2005;2. 1 an et plus;;8,1;8,2;8,4;9,6;10,5;8,9;650;790;881;900;950;853;96;63;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;;;7,4;8,4;9,6;11,2;12,7;9,3;410;482;565;675;780;592;64;666;4440;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;;Appart 1P;7,8;9,0;13,0;13,6;14,3;11,8;270;331;390;450;570;396;34;66;350;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;;Appart 2P;8,4;9,2;10,0;11,2;12,8;10,2;400;435;490;520;620;493;48;245;1614;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;;Appart 3P;7,1;8,3;9,0;11,2;11,3;9,2;500;555;650;700;730;630;69;240;1729;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;;Appart 4P+;6,0;7,3;8,2;9,2;10,7;8,1;560;650;760;915;1200;810;100;115;748;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;1. Moins de 1 an;;7,8;8,4;10,1;11,3;13,2;9,9;400;480;591;700;746;590;59;222;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;1. Moins de 1 an;Appart 1P;;;;;;;;;;;;;;26;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;1. Moins de 1 an;Appart 2P;8,2;8,9;10,0;12,8;15,7;10,7;370;410;480;500;550;473;44;72;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;1. Moins de 1 an;Appart 3P;7,6;8,4;10,4;11,2;11,3;9,7;505;591;670;720;763;652;67;87;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;37;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;2. 1 an et plus;;7,1;8,3;9,3;10,4;12,3;8,9;415;485;550;666;800;593;66;444;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;40;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;2. 1 an et plus;Appart 2P;8,6;9,2;9,9;10,4;12,4;9,9;405;468;497;550;640;504;51;173;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;2. 1 an et plus;Appart 3P;6,9;8,1;9,0;10,1;11,4;8,7;500;540;632;675;708;610;70;153;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;;2. 1 an et plus;Appart 4P+;5,7;6,2;8,1;9,2;10,7;7,9;560;644;768;910;1200;799;101;78;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;;;7,6;8,2;9,0;10,0;13,0;9,1;390;450;512;650;675;535;59;153;1112;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;;Appart 1P;;;;;;;;;;;;;;19;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;;Appart 2P;8,2;8,8;10,0;10,4;12,5;10,0;370;410;480;512;582;477;48;60;395;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;;Appart 3P;7,1;8,1;8,4;9,0;9,7;8,5;500;540;650;675;740;625;74;60;402;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;14;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;1. Moins de 1 an;;7,6;8,2;8,9;11,2;14,3;9,3;390;430;520;670;740;556;60;64;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;1. Avant 1946;2. 1 an et plus;;7,1;8,2;9,0;10,0;12,4;9,0;405;450;500;620;675;521;58;89;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;;;;;;;;;;;;;;;;46;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;3;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;8;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 3P;;;;;;;;;;;;;;23;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;12;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;14;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;32;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;;;7,7;8,9;9,6;10,9;12,2;9,5;470;490;601;730;859;641;67;79;684;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;1;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 2P;;;;;;;;;;;;;;31;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 3P;;;;;;;;;;;;;;17;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;30;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;26;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6,2;8,5;9,2;9,8;10,7;9,0;490;512;621;750;1200;680;76;53;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;;;8,1;9,9;11,2;11,6;12,8;10,4;450;487;591;696;763;619;60;77;927;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;4;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 2P;;;;;;;;;;;;;;22;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;36;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;15;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;21;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;4. Entre 1991-2005;2. 1 an et plus;;7,6;8,5;10,6;11,0;14,2;9,9;390;479;620;719;914;629;64;56;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;5. Après 2005;;;8,2;9,6;10,3;11,3;12,3;9,6;417;497;637;700;830;628;65;311;991;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;39;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;5. Après 2005;;Appart 2P;9,6;9,6;10,0;11,4;12,4;10,4;420;475;497;565;650;521;50;124;375;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;5. Après 2005;;Appart 3P;8,5;9,8;11,1;11,3;12,2;10,4;517;593;655;700;708;639;62;104;414;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;5. Après 2005;;Appart 4P+;;;;;;;;;;;;;;44;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;5. Après 2005;1. Moins de 1 an;;9,4;10,4;11,3;11,4;12,3;10,7;408;509;695;700;788;639;60;97;;Estimation directe
B3000;2022;Agglomération de Nîmes;Périphérie;Appartement;5. Après 2005;2. 1 an et plus;;7,7;9,4;10,0;10,9;12,4;9,2;425;497;622;711;830;623;68;214;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;;;8,5;9,7;11,1;13,0;16,0;10,7;407;479;573;710;913;625;58;32586;164123;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;;Maison 1-3P;7,3;8,4;9,6;10,4;11,4;9,3;700;840;910;1024;1201;948;102;1043;18945;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;;Maison 4P+;12,4;13,5;15,7;18,7;21,4;15,7;330;370;415;460;514;419;27;5365;25147;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;;Appart 1P;9,9;10,9;11,9;13,2;15,1;12,0;425;465;502;550;620;517;43;13260;54187;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;;Appart 2P;8,5;9,4;10,3;11,1;12,3;10,2;538;592;640;700;795;654;64;10447;42930;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;;Appart 3P;6,6;8,4;9,5;10,6;12,5;9,4;597;690;801;956;1161;852;90;2471;16489;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;;Appart 4P+;12,3;13,5;15,7;18,6;21,4;15,7;330;370;415;461;520;419;27;5373;25399;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;;Ensemble 1P;9,8;10,9;11,9;13,2;15,1;12,0;426;467;505;553;625;518;43;13347;55373;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;;Ensemble 2P;8,4;9,4;10,2;11,1;12,3;10,2;537;595;643;700;800;658;65;10839;47917;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;;Ensemble 3P;7,1;8,4;9,5;10,5;11,8;9,4;640;743;880;1000;1200;903;96;3514;35434;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;1. Moins de 1 an;;9,2;10,3;11,6;14,0;17,7;11,5;412;482;570;709;900;626;55;9588;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;1. Moins de 1 an;Appart 4P+;12,7;14,1;16,8;19,4;22,0;16,6;334;380;430;497;539;436;26;1879;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;1. Moins de 1 an;Ensemble 1P;10,4;11,2;12,2;13,7;15,8;12,5;439;474;510;569;660;532;43;4048;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;1. Moins de 1 an;Ensemble 2P;8,8;9,6;10,4;11,3;12,6;10,5;562;606;653;710;819;672;64;3023;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;1. Moins de 1 an;Ensemble 3P;8,3;9,2;10,0;11,0;12,0;10,0;710;794;900;1010;1315;960;96;778;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;2. 1 an et plus;;8,1;9,4;10,8;12,7;15,1;10,4;405;475;576;710;925;625;60;22998;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;;2. 1 an et plus;Appart 4P+;;;;;;;;;;;;;;3494;;
B3100;2022;Agglomération de Toulouse;;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;9299;;
B3100;2022;Agglomération de Toulouse;;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;7816;;
B3100;2022;Agglomération de Toulouse;;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;2736;;
B3100;2022;Agglomération de Toulouse;;;1. Avant 1946;;;8,5;10,6;12,9;16,1;19,3;11,7;377;444;537;724;1040;632;54;2738;15541;Estimation directe
B3100;2022;Agglomération de Toulouse;;;1. Avant 1946;;Appart 4P+;13,0;15,4;17,7;20,0;23,3;17,1;330;377;430;480;535;435;25;821;3706;Estimation directe
B3100;2022;Agglomération de Toulouse;;;1. Avant 1946;;Ensemble 1P;9,6;10,8;12,8;14,9;16,9;12,5;424;463;520;620;700;547;44;1097;5210;Estimation directe
B3100;2022;Agglomération de Toulouse;;;1. Avant 1946;;Ensemble 2P;7,5;8,8;10,8;12,7;14,6;10,6;500;570;678;820;965;710;67;607;3323;Estimation directe
B3100;2022;Agglomération de Toulouse;;;1. Avant 1946;;Ensemble 3P;6,0;8,1;10,1;12,0;13,9;9,6;613;829;1050;1200;1488;1037;108;295;3302;Estimation directe
B3100;2022;Agglomération de Toulouse;;;1. Avant 1946;1. Moins de 1 an;;10,0;11,9;14,7;17,9;20,9;13,5;413;463;539;700;935;621;46;892;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;1. Avant 1946;2. 1 an et plus;;7,5;9,9;12,0;14,9;17,8;11,0;360;437;537;750;1075;638;58;1846;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;2. Entre 1946-1970;;;7,8;8,9;10,3;12,3;14,3;10,1;440;510;620;741;919;656;65;2829;24278;Estimation directe
B3100;2022;Agglomération de Toulouse;;;2. Entre 1946-1970;;Appart 4P+;12,2;13,8;15,8;18,6;22,8;15,9;337;380;424;470;490;423;27;396;3873;Estimation directe
B3100;2022;Agglomération de Toulouse;;;2. Entre 1946-1970;;Ensemble 1P;8,7;10,2;12,0;13,0;15,1;11,6;414;465;510;570;620;516;44;780;6361;Estimation directe
B3100;2022;Agglomération de Toulouse;;;2. Entre 1946-1970;;Ensemble 2P;7,9;8,8;9,9;11,3;12,5;9,9;512;573;630;705;795;643;65;1065;7114;Estimation directe
B3100;2022;Agglomération de Toulouse;;;2. Entre 1946-1970;;Ensemble 3P;6,7;8,1;9,3;10,7;12,3;9,3;564;650;750;930;1100;815;88;636;6930;Estimation directe
B3100;2022;Agglomération de Toulouse;;;2. Entre 1946-1970;1. Moins de 1 an;;8,4;9,9;11,3;13,2;16,5;11,0;455;542;650;760;930;680;62;732;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;2. Entre 1946-1970;2. 1 an et plus;;7,4;8,6;9,9;11,8;13,6;9,8;432;505;606;727;905;647;66;2097;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;3. Entre 1971-1990;;;8,2;9,8;11,6;14,4;17,5;10,9;390;450;540;688;904;606;56;4377;38054;Estimation directe
B3100;2022;Agglomération de Toulouse;;;3. Entre 1971-1990;;Appart 4P+;12,4;13,6;15,5;18,0;20,8;15,5;349;380;418;466;507;424;27;1520;8141;Estimation directe
B3100;2022;Agglomération de Toulouse;;;3. Entre 1971-1990;;Ensemble 1P;9,7;10,7;12,1;13,9;15,7;12,1;420;470;520;575;633;526;43;1630;11843;Estimation directe
B3100;2022;Agglomération de Toulouse;;;3. Entre 1971-1990;;Ensemble 2P;8,2;9,0;9,9;10,9;11,8;9,9;543;600;659;721;840;671;68;819;8924;Estimation directe
B3100;2022;Agglomération de Toulouse;;;3. Entre 1971-1990;;Ensemble 3P;6,6;7,5;9,4;10,0;11,1;9,0;610;730;900;1020;1247;924;103;445;9147;Estimation directe
B3100;2022;Agglomération de Toulouse;;;3. Entre 1971-1990;1. Moins de 1 an;;9,4;10,4;12,4;15,7;19,4;11,8;400;459;540;700;950;634;54;1253;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;3. Entre 1971-1990;2. 1 an et plus;;7,6;9,4;11,1;13,7;16,4;10,4;385;445;543;680;900;592;57;3124;;Estimation directe
B3100;2022;Agglomération de Toulouse;;;4. Entre 1991-2005;;;8,9;9,9;11,1;12,8;15,4;10,9;410;485;573;718;925;628;58;7085;41830;Estimation directe
B3100;2022;Agglomération de Toulouse;;;4. Entre 1991-2005;;Appart 4P+;12,4;13,5;15,4;18,1;20,4;15,4;342;374;413;455;505;419;27;1255;6607;Estimation directe
B3100;2022;Agglomération de Toulouse;;;4. Entre 1991-2005;;Ensemble 1P;10,0;10,8;11,7;13,1;14,5;11,8;420;464;500;546;605;510;43;3142;16207;Estimation directe
