Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B0600;2015;Agglomération de Nice-Menton;;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;6612;;
B0600;2015;Agglomération de Nice-Menton;;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;4845;;
B0600;2015;Agglomération de Nice-Menton;;;1. Avant 1946;;;9;10,9;13,2;16,1;19,7;12,7;410;507;644;800;1007;693;55;5289;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;1. Avant 1946;;Ensemble 4P et plus;7,4;9,2;10,7;13;15,5;11;700;847;1000;1300;1512;1085;99;589;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;1. Avant 1946;;Ensemble 1P;11,6;14,3;17,7;20,8;25,6;17,1;330;400;460;542;600;467;27;1238;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;1. Avant 1946;;Ensemble 2P;9,5;11,8;14;16,2;18,5;13,6;425;502;600;695;766;601;44;2120;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;1. Avant 1946;;Ensemble 3P;8,6;10;11,5;13,3;15,6;11,8;580;650;750;900;1050;791;67;1342;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;1. Avant 1946;1. Moins de 1 an;;10,2;12;15;17,6;20,8;14,1;420;520;650;760;1000;694;49;1198;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;4091;;
B0600;2015;Agglomération de Nice-Menton;;;2. Entre 1946-1970;;;9,2;11;13,3;15,6;18,6;12,8;450;550;672;805;1000;718;56;5959;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;2. Entre 1946-1970;;Ensemble 4P et plus;7,2;9;10,8;13;14,7;11,1;630;750;1014;1250;1710;1088;98;582;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;2. Entre 1946-1970;;Ensemble 1P;12,4;14,6;16,7;19,3;22,1;16,5;400;435;499;550;600;492;30;1479;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;2. Entre 1946-1970;;Ensemble 2P;10;11,5;13,7;16;18,8;13,6;463;567;640;720;800;643;47;2149;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;2. Entre 1946-1970;;Ensemble 3P;8,9;10,3;12;13,7;15,5;12;600;690;800;930;1050;813;68;1749;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;2. Entre 1946-1970;1. Moins de 1 an;;10,2;12,2;14,2;16,7;19,7;13,9;470;560;695;830;1100;750;54;1270;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;4689;;
B0600;2015;Agglomération de Nice-Menton;;;3. Entre 1971-1990;;;9,8;11,4;13,6;16,1;19;13,2;459;550;700;890;1190;770;58;6412;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;3. Entre 1971-1990;;Ensemble 4P et plus;8,3;10;11,8;13,9;15,9;12,1;770;927;1200;1500;1905;1253;103;757;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;3. Entre 1971-1990;;Ensemble 1P;12,5;14,7;17,2;19,9;23,1;16,8;400;440;491;547;600;494;29;1796;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;3. Entre 1971-1990;;Ensemble 2P;10,7;12,2;14,2;15,9;18,4;14;500;584;650;750;805;659;47;2205;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;3. Entre 1971-1990;;Ensemble 3P;9,1;10,5;12,1;13,8;15,8;12,3;600;703;835;969;1140;858;70;1654;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;3. Entre 1971-1990;1. Moins de 1 an;;10;12;14,2;17,3;20;14;450;530;672;830;1235;757;54;1375;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;5037;;
B0600;2015;Agglomération de Nice-Menton;;;4. Entre 1991-2005;;;10;12,3;14,4;17,1;19,7;13,7;500;600;750;961;1240;829;60;3318;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;4. Entre 1991-2005;;Ensemble 4P et plus;9,4;10;12;14,4;16,5;12,5;800;1076;1206;1500;2000;1337;107;351;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;4. Entre 1991-2005;;Ensemble 1P;14,6;16,5;18,2;20,6;23,5;18,3;382;455;508;561;630;515;28;831;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;4. Entre 1991-2005;;Ensemble 2P;11,9;13,6;15,2;17;19,3;15,1;535;607;690;773;850;694;46;1284;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;4. Entre 1991-2005;;Ensemble 3P;9,1;11,4;13;14,7;17,1;12,7;650;750;874;1000;1200;887;70;852;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;4. Entre 1991-2005;1. Moins de 1 an;;11,4;12,4;14,9;17,7;20;14,4;500;562;733;900;1200;785;55;832;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;2486;;
B0600;2015;Agglomération de Nice-Menton;;;5. Après 2005;;;10,8;13;15;16,9;19,4;14,4;480;600;750;916;1274;813;57;1842;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;5. Après 2005;;Ensemble 4P et plus;8,3;11;14;15;16;13,2;750;1025;1434;1567;2000;1367;104;175;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;5. Après 2005;;Ensemble 1P;12,8;14,5;17,6;20;25;17;340;410;480;533;583;472;28;299;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;5. Après 2005;;Ensemble 2P;12,4;13,6;15,6;17,2;19,5;15,3;510;613;695;770;800;681;45;819;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;5. Après 2005;;Ensemble 3P;10,8;12,3;14,1;15,3;16,7;13,8;762;800;900;1004;1080;916;66;549;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;5. Après 2005;1. Moins de 1 an;;11,6;12,5;14,7;16,8;19,1;14,4;460;550;697;848;1055;745;52;567;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;1275;;
B0600;2015;Agglomération de Nice-Menton;;Maison;;;;8,5;10;12,2;15;17,1;12,4;500;703;1045;1433;1909;1125;90;980;13026;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Maison;;;Maison 1-3P;;;;;;;;;;;;;;364;7015;
B0600;2015;Agglomération de Nice-Menton;;Maison;;;Maison 4P et plus;;;;;;;;;;;;;;616;6011;
B0600;2015;Agglomération de Nice-Menton;;Maison;;1. Moins de 1 an;;;;;;;;;;;;;;;238;;
B0600;2015;Agglomération de Nice-Menton;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;97;;
B0600;2015;Agglomération de Nice-Menton;;Maison;;1. Moins de 1 an;Maison 4P et plus;;;;;;;;;;;;;;141;;
B0600;2015;Agglomération de Nice-Menton;;Maison;;2. 1 an et plus;;;;;;;;;;;;;;;742;;
B0600;2015;Agglomération de Nice-Menton;;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;267;;
B0600;2015;Agglomération de Nice-Menton;;Maison;;2. 1 an et plus;Maison 4P et plus;;;;;;;;;;;;;;475;;
B0600;2015;Agglomération de Nice-Menton;;Maison;1. Avant 1946;;;;;;;;;;;;;;;;202;;
B0600;2015;Agglomération de Nice-Menton;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;105;;
B0600;2015;Agglomération de Nice-Menton;;Maison;1. Avant 1946;;Maison 4P et plus;;;;;;;;;;;;;;97;;
B0600;2015;Agglomération de Nice-Menton;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;45;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;157;;
B0600;2015;Agglomération de Nice-Menton;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;175;;
B0600;2015;Agglomération de Nice-Menton;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;75;;
B0600;2015;Agglomération de Nice-Menton;;Maison;2. Entre 1946-1970;;Maison 4P et plus;;;;;;;;;;;;;;100;;
B0600;2015;Agglomération de Nice-Menton;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;37;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;138;;
B0600;2015;Agglomération de Nice-Menton;;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;340;;
B0600;2015;Agglomération de Nice-Menton;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;108;;
B0600;2015;Agglomération de Nice-Menton;;Maison;3. Entre 1971-1990;;Maison 4P et plus;;;;;;;;;;;;;;232;;
B0600;2015;Agglomération de Nice-Menton;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;85;;
B0600;2015;Agglomération de Nice-Menton;;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;255;;
B0600;2015;Agglomération de Nice-Menton;;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;198;;
B0600;2015;Agglomération de Nice-Menton;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;66;;
B0600;2015;Agglomération de Nice-Menton;;Maison;4. Entre 1991-2005;;Maison 4P et plus;;;;;;;;;;;;;;132;;
B0600;2015;Agglomération de Nice-Menton;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;54;;
B0600;2015;Agglomération de Nice-Menton;;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;144;;
B0600;2015;Agglomération de Nice-Menton;;Maison;5. Après 2005;;;;;;;;;;;;;;;;65;;
B0600;2015;Agglomération de Nice-Menton;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;10;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Maison;5. Après 2005;;Maison 4P et plus;;;;;;;;;;;;;;55;;
B0600;2015;Agglomération de Nice-Menton;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;17;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;48;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;;;9,6;11,5;13,8;16,4;19,4;13,2;450;543;671;810;1000;708;53;21840;123275;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;;Appart 1P;12,5;14,8;17,4;20;23,3;17;370;425;491;550;600;488;29;5623;26143;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;;Appart 2P;10,3;12,3;14,3;16,3;18,7;14,1;487;568;650;734;800;649;46;8518;48411;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;;Appart 3P;9;10,7;12,1;13,9;15,8;12,3;600;700;800;936;1064;825;67;5861;36051;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;;Appart 4P et plus;7,5;9,2;11;13,2;15,1;11,2;650;809;1025;1250;1461;1060;94;1838;12668;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;1. Moins de 1 an;;10,7;12,3;14,6;17,5;20;14,2;450;545;674;800;1000;707;50;5004;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;1. Moins de 1 an;Appart 1P;13,1;15,3;17,9;20;24,1;17,5;380;445;500;550;608;496;28;1449;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;1. Moins de 1 an;Appart 2P;11,5;13,1;14,9;16,8;19,2;14,8;500;600;660;740;800;662;45;1949;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;1. Moins de 1 an;Appart 3P;10,1;11,3;12,5;14,3;16,7;12,9;670;737;820;950;1100;857;66;1236;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;1. Moins de 1 an;Appart 4P et plus;9;10;11,8;14,3;17,1;12,4;750;850;1100;1295;1500;1110;90;370;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;;2. 1 an et plus;;;;;;;;;;;;;;;16836;;
B0600;2015;Agglomération de Nice-Menton;;Appartement;;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;4174;;
B0600;2015;Agglomération de Nice-Menton;;Appartement;;2. 1 an et plus;Appart 2P;;;;;;;;;;;;;;6569;;
B0600;2015;Agglomération de Nice-Menton;;Appartement;;2. 1 an et plus;Appart 3P;;;;;;;;;;;;;;4625;;
B0600;2015;Agglomération de Nice-Menton;;Appartement;;2. 1 an et plus;Appart 4P et plus;;;;;;;;;;;;;;1468;;
B0600;2015;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;;;9,1;11;13,3;16,2;19,6;12,8;405;502;640;780;980;673;53;5087;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;;Appart 1P;11,6;14,3;17,4;20,7;25;16,9;330;400;460;530;600;465;28;1230;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;;Appart 2P;9,8;11,9;14;16,2;18,5;13,8;436;511;603;700;780;607;44;2097;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;;Appart 3P;8,6;10;11,7;13,3;15,6;11,7;580;650;750;885;1004;772;66;1268;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;;Appart 4P et plus;7,1;9,2;10,7;12,9;15;10,8;700;845;990;1200;1425;1050;97;492;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;1. Moins de 1 an;;10,2;12,1;15;17,6;20,8;14,2;420;503;650;750;950;676;48;1153;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;3934;;
B0600;2015;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;;;9,3;11,2;13,4;15,9;18,8;12,9;450;550;660;800;990;696;54;5784;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;;Appart 1P;12,4;14,6;16,7;19,3;22,1;16,4;400;435;499;550;600;492;30;1476;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;;Appart 2P;10;11,6;13,8;16;18,4;13,6;486;573;647;725;800;648;48;2138;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;;Appart 3P;9;10,4;12,1;13,8;15,4;12,1;600;690;800;915;1040;809;67;1688;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;;Appart 4P et plus;6,9;9;10,6;12,8;14,7;10,8;610;694;942;1166;1350;966;90;482;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;10,6;12,3;14,3;16,8;19,7;14;470;560;690;800;1001;719;51;1233;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;4551;;
B0600;2015;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;;;10;11,6;13,6;16,3;19,2;13,3;451;545;680;839;1021;725;55;6072;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;;Appart 1P;12,5;14,7;17,2;19,8;23,1;16,8;400;440;490;547;600;494;29;1790;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;;Appart 2P;10,7;12,2;14,2;15,9;18,4;14;500;600;652;747;810;663;47;2188;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;;Appart 3P;9,1;10,5;12,1;13,7;15,9;12,2;600;700;816;954;1100;847;69;1569;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;;Appart 4P et plus;8;9,5;11,6;13,8;15,4;11,8;708;850;1009;1300;1518;1099;93;525;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;10,3;12;14,2;17,2;20;14;450;525;664;800;1020;711;51;1290;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;4782;;
B0600;2015;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;;;10,3;12,5;14,7;17,3;20;14;490;580;726;885;1062;753;54;3120;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;;Appart 1P;14,6;16,5;18,1;20,5;23,5;18,3;382;455;507;561;630;515;28;828;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;;Appart 2P;11,8;13,6;15,2;17,1;19,3;15,1;535;607;685;774;850;694;46;1276;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;;Appart 3P;10,3;11,5;13;14,6;16,6;13;692;760;861;970;1100;874;67;797;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;;Appart 4P et plus;9,1;9,8;11,6;13,6;15,4;11,5;750;1000;1100;1287;1400;1125;98;219;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;11,4;12,5;14,9;17,9;20;14,4;495;560;700;820;1050;731;51;778;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;2342;;
B0600;2015;Agglomération de Nice-Menton;;Appartement;5. Après 2005;;;10,8;13,1;15;17,1;19,6;14,5;466;573;729;857;1038;744;51;1777;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;5. Après 2005;;Appart 1P;12,8;14,5;17,6;20;25;17;340;410;480;533;583;472;28;299;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;5. Après 2005;;Appart 2P;12,4;13,6;15,6;17,2;19,5;15,3;510;613;695;770;800;681;45;819;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;5. Après 2005;;Appart 3P;10,8;12,4;14,1;15,3;16,7;13,9;765;800;900;1000;1071;913;66;539;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;5. Après 2005;;Appart 4P et plus;7,6;9;12,8;15;16;12,4;577;760;1090;1335;1534;1123;91;120;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;5. Après 2005;1. Moins de 1 an;;12;12,8;14,7;17,1;19,3;14,5;457;543;680;800;1000;697;48;550;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;;Appartement;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;1227;;
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;;9,4;11,3;13,6;16,2;19,1;13;444;532;652;800;1000;702;54;9517;53324;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;Maison 1-3P;;;;;;;;;;;;;;50;949;
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;Ensemble 4P et plus;7,2;9,1;10,9;13,1;15,3;11,1;634;800;1045;1243;1539;1065;96;869;6099;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;Maison 4P et plus;;;;;;;;;;;;;;50;537;
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;Appart 1P;12,9;15;17,3;20,1;24;17,2;359;420;478;530;600;475;28;2734;11459;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;Appart 2P;10,4;12,1;14,1;16,1;18,1;13,8;495;570;640;710;800;641;46;3638;20100;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;Appart 3P;9;10,5;11,9;13,5;15;12;600;685;785;922;1040;807;68;2226;14717;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;Appart 4P et plus;7,1;9;10,8;13;15,3;10,9;630;779;1000;1205;1400;1027;94;819;5562;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;Ensemble 1P;12,9;15;17,3;20,2;24,2;17,2;360;420;480;530;600;476;28;2749;11591;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;Ensemble 2P;10,2;12;14,1;16,1;18,1;13,8;491;570;640;710;800;640;46;3655;20452;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;;Ensemble 3P;9;10,6;11,9;13,5;15;12;600;689;790;930;1042;809;68;2244;15182;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;1. Moins de 1 an;;10,5;12,5;14,6;17,3;20;14,1;430;520;650;770;980;683;48;2337;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;1. Moins de 1 an;Ensemble 4P et plus;9;10;12,3;15;17,1;12,6;630;780;1150;1350;1575;1132;90;168;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;1. Moins de 1 an;Ensemble 1P;13,8;15;17,8;20,8;24,3;17,5;360;430;480;540;600;481;27;805;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;1. Moins de 1 an;Ensemble 2P;10,9;13;14,8;16,3;18,4;14,4;519;600;650;720;800;651;45;902;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;1. Moins de 1 an;Ensemble 3P;9,7;11,2;12,5;14,1;15,8;12,7;660;700;795;901;1100;828;65;462;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;2. 1 an et plus;;9,2;11;13,1;15,7;18,7;12,6;450;538;659;820;1003;708;56;7180;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;2. 1 an et plus;Ensemble 4P et plus;;;;;;;;;;;;;;701;;
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;1944;;
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;2753;;
B0600;2015;Agglomération de Nice-Menton;Ville centre;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;1782;;
B0600;2015;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;;9,2;11;13,2;16,2;20;12,6;420;513;644;790;990;681;54;2933;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;Ensemble 4P et plus;7;9,1;10,2;12,4;15,1;10,5;700;845;951;1200;1500;1048;100;318;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;Ensemble 1P;13;15;17,9;22,1;26,5;17,7;336;400;456;520;595;460;26;754;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;Ensemble 2P;10;12;14;16,2;18,4;13,8;460;550;620;683;750;614;45;1181;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;Ensemble 3P;8,6;10,3;11,5;13;15;11,6;550;659;750;884;1012;772;66;680;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;1. Moins de 1 an;;10,3;12,4;15;18,3;22,1;14,4;400;500;623;743;900;653;45;673;;Estimation directe
B0600;2015;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;2260;;
