Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B0600;2016;Agglomération de Nice-Menton;;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;3729;;
B0600;2016;Agglomération de Nice-Menton;;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;6383;;
B0600;2016;Agglomération de Nice-Menton;;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;4592;;
B0600;2016;Agglomération de Nice-Menton;;;1. Avant 1946;;;8,6;10,5;12,8;15,6;18,3;12,3;419;517;647;800;1000;692;56;5031;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;1. Avant 1946;;Ensemble 4P et plus;7,1;8,9;10,4;12,2;13,9;10,5;650;750;920;1243;1506;1014;96;581;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;1. Avant 1946;;Ensemble 1P;11,6;14,2;16,9;19,1;22,7;16,4;330;400;463;530;590;461;28;1017;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;1. Avant 1946;;Ensemble 2P;9,5;11,6;13,6;15,7;18,2;13,5;435;506;600;696;754;603;45;2125;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;1. Avant 1946;;Ensemble 3P;8,1;9,8;11,3;13;15,4;11,4;570;650;795;900;1069;798;70;1308;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;1. Avant 1946;1. Moins de 1 an;;10;11,7;14;16,5;19,7;13,4;410;520;640;795;1000;695;52;953;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;1. Avant 1946;2. 1 an et plus;;8,4;10,2;12,4;15,2;18,1;12;420;510;650;800;1000;691;57;4078;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;2. Entre 1946-1970;;;9,3;11,1;13;15,4;17,9;12,7;457;559;670;815;1003;720;57;5781;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;2. Entre 1946-1970;;Ensemble 4P et plus;8;9,4;11;13,3;15;11,2;700;800;991;1270;1490;1054;94;523;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;2. Entre 1946-1970;;Ensemble 1P;12;14,1;16,4;18,9;21,9;16,1;390;440;500;553;613;500;31;1330;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;2. Entre 1946-1970;;Ensemble 2P;10,2;12;13,3;15,1;17;13,4;500;580;647;710;800;645;48;2213;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;2. Entre 1946-1970;;Ensemble 3P;8,8;10,3;11,8;13,4;15,4;11,9;600;690;800;913;1066;821;69;1715;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;2. Entre 1946-1970;1. Moins de 1 an;;10,5;11,7;13,3;15,6;18,2;13,2;460;580;662;800;984;715;54;1050;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;2. Entre 1946-1970;2. 1 an et plus;;9;10,8;12,9;15,3;17,8;12,6;453;553;673;822;1020;721;57;4731;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;3. Entre 1971-1990;;;9,4;11,3;13,6;16,1;18,8;12,9;473;550;700;890;1105;758;59;5465;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;3. Entre 1971-1990;;Ensemble 4P et plus;7,6;9,2;11,1;13;14,9;11,1;690;814;1014;1300;1500;1091;98;614;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;3. Entre 1971-1990;;Ensemble 1P;13,6;15,3;17,4;19,8;22,2;17,3;402;452;506;550;601;507;29;1511;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;3. Entre 1971-1990;;Ensemble 2P;11,1;12,5;14;15,8;17,9;14,1;510;600;668;744;800;668;48;1886;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;3. Entre 1971-1990;;Ensemble 3P;8,5;10,3;12,1;13,8;15,7;12,1;600;700;830;1000;1151;853;70;1454;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;3. Entre 1971-1990;1. Moins de 1 an;;10,6;12,5;14,3;17,3;20;13,9;470;550;699;901;1200;764;55;1057;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;3. Entre 1971-1990;2. 1 an et plus;;8,9;11;13,3;15,8;18,1;12,6;474;565;700;880;1100;757;60;4408;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;4. Entre 1991-2005;;;10,2;12,7;14,8;17,2;19,8;14,2;498;590;720;910;1200;806;57;2438;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;4. Entre 1991-2005;;Ensemble 4P et plus;7,4;10;12,7;14,2;16,3;12,2;700;968;1200;1574;1954;1309;107;226;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;4. Entre 1991-2005;;Ensemble 1P;13,7;15,7;17,9;20,1;22,7;17,7;414;459;505;565;600;509;29;562;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;4. Entre 1991-2005;;Ensemble 2P;12,1;13,6;15,3;17,1;19;15,3;545;614;700;780;895;711;46;1090;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;4. Entre 1991-2005;;Ensemble 3P;10;10,9;13,1;15;17,7;13,4;650;758;888;1051;1255;919;69;560;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;4. Entre 1991-2005;1. Moins de 1 an;;10;13;15;17,4;20,7;14,4;500;600;733;900;1115;791;55;547;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;4. Entre 1991-2005;2. 1 an et plus;;10,3;12,5;14,8;17,1;19,6;14,1;496;580;714;930;1230;812;58;1891;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;5. Après 2005;;;9,7;12;15;17,7;20;14;488;600;749;900;1150;785;56;1920;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;5. Après 2005;;Ensemble 4P et plus;6,7;8,4;11,4;13,6;15,2;11,2;600;874;1094;1245;1500;1098;98;144;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;5. Après 2005;;Ensemble 1P;11,7;15,6;18,3;20,3;22,2;16,8;386;412;495;550;600;493;29;387;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;5. Après 2005;;Ensemble 2P;11;13,6;15,8;18,1;20;15,6;517;605;700;790;850;699;45;852;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;5. Après 2005;;Ensemble 3P;9,4;11,2;14;15,8;18,2;13,6;700;750;895;1041;1200;918;67;537;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;5. Après 2005;1. Moins de 1 an;;12;14,3;16;18,2;19,9;15;480;610;750;901;1100;786;53;614;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;;5. Après 2005;2. 1 an et plus;;9,4;11,5;14,3;17,1;20;13,6;494;600;741;900;1200;784;58;1306;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Maison;;;;7,6;9,6;11,8;14,3;16,7;11,6;500;630;850;1200;1500;955;82;980;13706;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Maison;;;Maison 1-3P;;;;;;;;;;;;;;427;7554;
B0600;2016;Agglomération de Nice-Menton;;Maison;;;Maison 4P et plus;;;;;;;;;;;;;;553;6151;
B0600;2016;Agglomération de Nice-Menton;;Maison;;1. Moins de 1 an;;;;;;;;;;;;;;;166;;
B0600;2016;Agglomération de Nice-Menton;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;60;;
B0600;2016;Agglomération de Nice-Menton;;Maison;;1. Moins de 1 an;Maison 4P et plus;;;;;;;;;;;;;;106;;
B0600;2016;Agglomération de Nice-Menton;;Maison;;2. 1 an et plus;;;;;;;;;;;;;;;814;;
B0600;2016;Agglomération de Nice-Menton;;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;367;;
B0600;2016;Agglomération de Nice-Menton;;Maison;;2. 1 an et plus;Maison 4P et plus;;;;;;;;;;;;;;447;;
B0600;2016;Agglomération de Nice-Menton;;Maison;1. Avant 1946;;;;;;;;;;;;;;;;251;;
B0600;2016;Agglomération de Nice-Menton;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;147;;
B0600;2016;Agglomération de Nice-Menton;;Maison;1. Avant 1946;;Maison 4P et plus;;;;;;;;;;;;;;104;;
B0600;2016;Agglomération de Nice-Menton;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;40;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;211;;
B0600;2016;Agglomération de Nice-Menton;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;202;;
B0600;2016;Agglomération de Nice-Menton;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;93;;
B0600;2016;Agglomération de Nice-Menton;;Maison;2. Entre 1946-1970;;Maison 4P et plus;;;;;;;;;;;;;;109;;
B0600;2016;Agglomération de Nice-Menton;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;30;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;172;;
B0600;2016;Agglomération de Nice-Menton;;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;325;;
B0600;2016;Agglomération de Nice-Menton;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;124;;
B0600;2016;Agglomération de Nice-Menton;;Maison;3. Entre 1971-1990;;Maison 4P et plus;;;;;;;;;;;;;;201;;
B0600;2016;Agglomération de Nice-Menton;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;56;;
B0600;2016;Agglomération de Nice-Menton;;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;269;;
B0600;2016;Agglomération de Nice-Menton;;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;123;;
B0600;2016;Agglomération de Nice-Menton;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;29;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Maison;4. Entre 1991-2005;;Maison 4P et plus;;;;;;;;;;;;;;94;;
B0600;2016;Agglomération de Nice-Menton;;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;27;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Maison;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;96;;
B0600;2016;Agglomération de Nice-Menton;;Maison;5. Après 2005;;;;;;;;;;;;;;;;79;;
B0600;2016;Agglomération de Nice-Menton;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;34;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Maison;5. Après 2005;;Maison 4P et plus;;;;;;;;;;;;;;45;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;13;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;66;;
B0600;2016;Agglomération de Nice-Menton;;Appartement;;;;9,6;11,4;13,6;16,3;19;13,2;450;549;670;821;1000;713;54;19655;124119;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;;Appart 1P;12,8;14,9;17,1;19,7;22,5;16,8;380;435;499;550;600;493;29;4789;26746;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;;Appart 2P;10,5;12,3;14,2;16,1;18,4;14,2;485;575;650;733;811;655;46;8035;48353;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;;Appart 3P;8,9;10,3;11,9;13,9;16;12,2;600;700;808;950;1100;840;69;5296;36403;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;;Appart 4P et plus;7,8;9,3;11,1;12,9;14,6;11,1;650;800;965;1200;1450;1022;92;1535;12616;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;1. Moins de 1 an;;10,6;12,3;14,4;16,9;19,8;14;450;550;675;847;1000;721;52;4055;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;1. Moins de 1 an;Appart 1P;13,8;15,5;18,1;20,4;23,7;17,7;390;435;500;550;600;494;28;1072;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;1. Moins de 1 an;Appart 2P;11,5;13;14,5;16,3;18,4;14,7;510;600;660;736;843;670;46;1768;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;1. Moins de 1 an;Appart 3P;10;11,1;12,6;14,4;16,4;12,8;650;740;850;959;1101;867;68;943;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;1. Moins de 1 an;Appart 4P et plus;9,3;10;11,8;13,3;15,6;11,9;800;901;1100;1400;1700;1171;98;272;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;2. 1 an et plus;;9,2;11,1;13,3;16;18,8;13;450;544;670;816;1000;710;55;15600;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;2. 1 an et plus;Appart 1P;12,5;14,6;16,8;19,2;22,1;16,5;378;435;498;550;600;493;30;3717;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;2. 1 an et plus;Appart 2P;10,1;12,1;14;16;18,4;14;480;563;650;733;801;649;46;6267;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;2. 1 an et plus;Appart 3P;8,6;10,1;11,8;13,7;15,7;12;595;689;800;949;1100;831;69;4353;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;;2. 1 an et plus;Appart 4P et plus;7,5;8,9;10,9;12,8;14,4;10,9;630;755;936;1200;1389;986;90;1263;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;;;8,8;10,7;12,9;15,6;18,5;12,5;410;506;632;797;1000;678;54;4780;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;;Appart 1P;11,7;14,4;16,9;19,1;22,8;16,6;330;400;466;530;590;461;28;1010;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;;Appart 2P;9,5;11,6;13,6;15,6;18,2;13,6;426;501;600;693;754;602;44;2070;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;;Appart 3P;8,2;10;11,3;13,1;15,3;11,5;577;650;790;900;1040;797;69;1223;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;;Appart 4P et plus;7,6;9,1;10,4;12,2;13,3;10,5;650;783;950;1200;1500;1016;97;477;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;1. Moins de 1 an;;10;11,7;14;16,5;19,7;13,4;410;520;637;790;960;685;51;913;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;1. Avant 1946;2. 1 an et plus;;8,5;10,4;12,5;15,3;18,2;12,2;417;500;631;800;1000;675;55;3867;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;;;9,5;11,3;13,1;15,5;18,2;12,8;456;553;662;800;963;701;55;5579;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;;Appart 1P;12,2;14,3;16,5;18,9;22;16,1;399;442;500;554;614;501;31;1328;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;;Appart 2P;10,4;12;13,3;15,1;17,1;13,5;500;588;650;711;800;648;48;2184;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;;Appart 3P;9;10,3;11,7;13,2;15,2;11,9;612;690;795;900;1032;816;69;1653;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;;Appart 4P et plus;8,1;9,4;11,1;12,9;15;11,2;627;755;922;1200;1377;985;88;414;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;10,5;11,7;13,3;15,6;18,3;13,2;470;580;662;800;950;706;53;1020;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;9,3;11,1;13;15,4;18,1;12,7;450;548;665;800;980;699;55;4559;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;;;9,7;11,6;13,8;16,3;19;13,3;466;550;680;840;1011;726;55;5140;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;;Appart 1P;13,6;15,3;17,2;19,6;22,4;17,2;401;450;505;550;600;505;29;1506;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;;Appart 2P;11,2;12,6;14,1;15,9;18;14,1;528;600;670;746;800;672;48;1860;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;;Appart 3P;8,6;10,3;12,1;14;15,7;12,2;600;700;825;984;1102;851;70;1361;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;;Appart 4P et plus;7,8;9,3;11,1;13;15,1;11,4;657;800;1000;1201;1415;1026;90;413;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;11;12,7;14,3;17,2;20;14,1;460;545;675;845;1050;727;51;1001;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;9,4;11,3;13,6;16,1;18,5;13;470;550;684;839;1000;725;56;4139;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;;;10,4;12,8;15;17,4;20;14,5;486;580;701;866;1100;751;52;2315;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;;Appart 1P;13,7;15,7;17,9;20,1;22,7;17,7;414;459;505;565;600;509;29;561;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;;Appart 2P;12,4;13,8;15,3;17,1;19,1;15,4;550;616;700;784;895;714;46;1082;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;;Appart 3P;10;10,9;13;14,8;17,5;13,3;640;750;870;1029;1190;902;68;540;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;;Appart 4P et plus;7,4;10;12,3;13,7;14,8;11,9;589;800;1093;1281;1700;1098;92;132;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;10,4;13;15,3;17,6;20,7;14,7;491;600;710;888;1090;758;51;520;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;10,4;12,7;14,9;17,4;19,7;14,4;484;570;700;850;1100;748;52;1795;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;5. Après 2005;;;10,6;13,2;15,6;18,1;20,2;14,7;480;601;750;894;1094;769;52;1841;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;5. Après 2005;;Appart 1P;13,3;15,7;18,8;20,3;22,7;17,7;386;431;495;550;611;498;28;384;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;5. Après 2005;;Appart 2P;11,7;14,2;16;18,3;20,3;15,9;520;630;710;800;850;706;44;839;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;5. Après 2005;;Appart 3P;9,7;11,8;14,1;16;18,2;14;700;760;895;1030;1200;924;66;519;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;5. Après 2005;;Appart 4P et plus;7,1;9,8;12,5;13,7;15,2;11,8;600;880;1050;1200;1500;1066;90;99;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;5. Après 2005;1. Moins de 1 an;;13;14,5;16;18,4;20,2;16;480;615;757;924;1100;781;49;601;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;;Appartement;5. Après 2005;2. 1 an et plus;;10;11,9;15;17,7;20,3;14,1;488;600;745;880;1094;764;54;1240;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;;9,6;11,3;13,3;15,8;18,6;12,9;443;533;650;800;990;699;54;9384;53249;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;Maison 1-3P;;;;;;;;;;;;;;46;893;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;Ensemble 4P et plus;8,1;9,3;11,3;12,8;14,9;11,3;680;800;963;1260;1576;1066;94;776;5892;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;Maison 4P et plus;;;;;;;;;;;;;;37;517;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;Appart 1P;12,9;15;17,1;19,5;22,4;16,9;363;420;476;530;590;476;28;2525;11850;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;Appart 2P;10,5;12,1;13,8;15,6;17,8;13,7;492;567;631;700;780;636;46;3811;19935;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;Appart 3P;8,9;10,3;11,5;13,2;14,8;11,7;600;680;800;900;1050;811;69;2226;14680;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;Appart 4P et plus;8,1;9,3;11,3;12,8;14,9;11,3;670;800;965;1250;1523;1056;94;739;5374;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;Ensemble 1P;12,9;15;17,2;19,6;22,4;17;361;420;477;530;593;477;28;2529;11974;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;Ensemble 2P;10,5;12,1;13,8;15,6;17,9;13,7;492;564;631;700;780;636;46;3829;20291;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;;Ensemble 3P;8,9;10,3;11,5;13,1;14,7;11,7;600;680;796;900;1050;809;69;2250;15093;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;1. Moins de 1 an;;11;12,4;14,4;17,3;19,7;14;443;550;662;800;1000;713;51;1844;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;1. Moins de 1 an;Ensemble 4P et plus;9,8;11,3;12,2;13,7;15,3;12,5;830;950;1200;1574;1770;1282;102;128;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;1. Moins de 1 an;Ensemble 1P;14,7;16,2;18,3;20,5;23,4;18,3;398;420;480;550;600;485;26;568;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;1. Moins de 1 an;Ensemble 2P;11,9;13,2;14,5;16,1;18,2;14,5;540;597;660;710;790;659;45;798;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;1. Moins de 1 an;Ensemble 3P;10,2;11,2;12;13,4;14,8;12,4;650;740;820;940;1050;849;69;350;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;2. 1 an et plus;;9,1;10,9;13;15,4;18,2;12,6;443;530;650;800;990;694;55;7540;;Estimation directe
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;2. 1 an et plus;Ensemble 4P et plus;;;;;;;;;;;;;;648;;
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;1961;;
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;3031;;
B0600;2016;Agglomération de Nice-Menton;Ville centre;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;1900;;
B0600;2016;Agglomération de Nice-Menton;Ville centre;;1. Avant 1946;;;9,3;10,9;13;15,6;18,6;12,6;420;525;640;800;980;688;55;3044;;Estimation directe
